war,298,WAW1,wår0
car,299,KAR1,cār#
police,300,POLIYS,pólïçè
two,300,TOO2,tw0ö
keep,301,KIYP,kêèp
full,302,FUUL,fūll
making,303,MEYKING,mâkiñg0
either,304,IYTHA1,êìτħèŕ
held,305,HELD,held
report,306,RIPAWT,rėpør#t
interest,307,INTREST,intèrést
once,308,UNS!WUNS,őnçè!wőnçè
problems,309,PROBLEMZ,problémś
act,310,AKT,act
road,311,ROED1,rôàd
probably,312,PROBABLIY,probáblý
available,313,AVEYLABL,ávâìláblè
labour,314,LEYBA1,lâbòùŕ
law,315,LAW1,låw0
research,316,RISURKH,rėsèàŕĉħ
following,317,FOLOEWING,follôwiñg0
level,318,LEVEL,levél
show,319,SHOE1,ŝħôw0
saw,320,SAW1,såw0
looking,321,LUUKING,lōòkiñg0
feel,322,FIYL,fêèl
today,323,TODAE,tódãý
name,324,NEYM,nâmè
mother,325,MUTHA,mőτħèŕ
past,326,PAST1,past
question,327,KWESSHN,qυesţìòn
let,328,LET,let
knew,329,NOO2,k0nëw0
education,330,EDUEKEYSHN,edûcâţìòn
actually,331,AKTUEALIY,actûállý
policy,332,POLISIY,políçý
am,333,AM,am
m,333,M,m
ever,334,EVA,evèŕ
known,335,NOEN,k0nôw0n
above,336,ABUV,ábővè
office,337,OFIS,o#ffíçè
big,338,BIG,big
clear,339,KLIA,clėàŕ
body,340,BODIY1,bodý
door,341,DAW1,døòr0
voice,342,VOIS,vσìçè
across,343,AKROS,ácro#ss
britain,344,BRITAN1,britáìn
person,345,PURSON,pèŕsón
together,346,TOGETHA,tógeτħèŕ
main,347,MEYN1,mâìn
services,348,SURVISIZ,sèŕviçėś
care,349,KEA,cãŕè
black,350,BLAK,black0
book,351,BUUK,bōòk
months,352,MUNTHS,mőnπħs
turned,353,TURND,tùŕnèd
using,354,UEZING,ûśiñg0
health,355,HELTH,heàlπħ
sure,356,SHUUR,ŝūrè
white,357,WUYT1,wħîtè
words,358,WURDZ,wòŕdś
child,359,KHUYLD,ĉħîld
period,360,PIRIYOD,pėrïód
minister,361,MINISTA,ministèŕ
including,362,INKLOODING,inclüdiñg0
several,363,SEVRAL,sevèrál
father,364,FARTHA1,fāτħèŕ
society,365,SOSUYETIY,sóçîétý
seemed,366,SIYMD1,sêèmèd
kind,367,KUYND,kînd
began,368,BIGAN,bėgan
god,369,GOD,god
top,370,TOP1,top
weren,370,WURN,wèŕèn
start,371,START,stār#t
itself,372,ITSELF,itself
behind,373,BIHUYND,bėhînd
themselves,374,THEMSELVZ,τħemselvèś
wanted,375,WANTED!WONTED,wanted!wontéd
economic,376,EKONOMIK,ecónomic
love,377,LUV,lővè
means,378,MIYNZ,mêànś
upon,379,UPON,upon
areas,380,ERIYAZ,ãrêáś
effect,381,IFEKT,ėffect
likely,382,LUYKLIY,lîkèlý
english,383,INGLISH,ėñgliŝħ
city,384,SITIY,çitý
therefore,385,THEURFAW,τħeŕèfør#è
woman,386,WUUMAN,wōmán
position,387,POZISHN,póśiţìòn
real,388,RIYL1,rêàl
centre,389,SENTA1,çentŕè
south,390,SOWTH,sõùπħ
england,391,INGLAND,ėñglánd
community,392,KOMUENITIY,cómmûnítý
view,393,VYOO,vĩëw0
viewless,393,VYOOLES,vĩëw0léss
gave,394,GEYV,gâvè
hard,395,HARD,hār#d
job,396,JOB,job
among,397,AMUNG,ámőñg0
staff,398,STAF,staff
line,400,LUYN,lînè
process,401,PROSES,proçess
future,402,FUEKHA,fûťùŕè
particular,403,PURTIKUELA,pàŕticûlàŕ
provide,404,PROVUYD,próvîdè
became,406,BIKEYM,bėcâmè
taking,407,TEYKING,tâkiñg0
international,408,INTURNASHNAL,intèŕnaţìònál
study,409,STUDIY,studý
moment,410,MOEMENT,mômént
run,411,RUN,run
special,412,SPESHIAL,spećiál
result,413,RIZULT,rėśult
action,414,AKSHN,acţìòn
difficult,415,DIFIKULT,diffícult
pay,416,PAE,pãý
particularly,417,PARTIKUELURLIY,pār#ticûlàŕlý
sense,418,SENS,sensè
age,419,EYJ,âĝè
hasn,420,HAZN,haśn
order,420,AWDA,ør#dèŕ
management,421,MANAJMENT,manáĝèmént
idea,422,UYDIYA,îdêá
certain,423,SURTAN,çèŕtáìn
north,424,NAWTH,nør#πħ
light,425,LUYT1,lîg0ħt
play,426,PLAE,plãý
sort,427,SAWT1,sør#t
west,428,WEST,west
evidence,429,EVIDENS,evídénçè
try,430,TRUY1,trŷ
wouldn,430,WUUDN,wōùl0dn
experience,432,IKSPIRIYENS,ėxpėrïénçè
rather,433,RARTHA,rāτħèŕ
land,434,LAND,land
third,435,THURD,πħìŕd
seems,436,SIYMZ1,sêèmś
believe,437,BILIYV,bėlìêvè
morning,438,MAWNING1,mør#niñg0
outside,439,OWTSUYD,õùtsîdè
turn,440,TURN,tùŕn
else,441,ELS,elsè
free,442,FRIY,frêè
meeting,443,MIYTING,mêètiñg0
leave,444,LIYV,lêàvè
cost,445,KOST,cost
church,446,KHURKH,ĉħùŕĉħ
death,447,DETH,deàπħ
sometimes,448,SUMTUYMZ,sőmètîmèś
thus,449,THUS,τħus
training,450,TREYNING,trâìniñg0
range,451,REYNJ,rânĝè
move,452,MOOV,mövè
coming,453,KUMING1,cőmiñg0
brought,454,BRAWT,brøùg0ħt
getting,455,GETING,gettiñg0
european,456,UEROPIYAN,èûrópêán
matter,457,MATA1,mattèŕ
shall,458,SHAL,ŝħall
heard,459,HURD1,hèàŕd
table,460,TEYBL,tâblè
needs,461,NIYDZ,nêèdś
late,462,LEYT,lâtè
trade,463,TREYD,trâdè
involved,464,INVOLVD,involvèd
industry,465,INDUSTRIY1,industrý
whose,466,HOOZ,w0höśè
ago,467,AGOE,ágô
century,468,SENTUERIY,çentûrý
course,469,KAWS1,cøùr0sè
street,470,STRIYT,strêèt
human,471,HUEMAN,hûmán
united,472,UENUYTID,ûnîtėd
begone,473,BEGON,begonè
gone,473,GON,go#nè
yesterday,474,YESTURDAE,yestèŕdãý
call,475,KAWL,cål0l
lost,476,LOST,lo#st
ask,477,ASK,ask
word,478,WURD,wòŕd
groups,479,GROOPS,gröùps
along,480,ALONG,áloñg0
central,481,SENTRAL,çentrál
history,482,HISTRIY,històrý
few,483,FOO1,fëw0
usually,484,UESHUEALIY,ûŝûállý
changes,485,KHEYNJIZ,ĉħânĝėś
remember,486,RIMEMBA,rėmembèŕ
individual,487,INDIVIDUEAL,indívidûál
programme,488,PROEGRAM1,prôgrammè
air,489,EUR1,ãìŕ
rate,490,REYT1,râtè
building,491,BILDING,bùildiñg0
sir,492,SUR1,sìŕ
food,493,FOOD,föòd
hands,494,HANDZ,handś
committee,495,KOMITIY,cómmittêè
team,496,TIYM,têàm
hours,497,OWAZ1,ħõυŕś
indeed,498,INDIYD,indêèd
language,499,LANGWAJ,lañgυáĝè
someone,500,SOMEONE!SUMWUN,someone!sőmèwőnè
everything,501,EVRIYTHING,evèrýπħiñg0
short,502,SHAWT,ŝħør#t
shortish,502,SHAWTISH,ŝħør#tiŝħ
certainly,503,SURTANLIY,çèŕtáìnlý
trying,504,TRUYING,trŷiñg0
based,505,BEYST1,bâsèð
bass,505,BAS,bass
bass,505,BEYS1,bâss
bass,505,BEYS2,bâss
section,506,SEKSHN,secţìòn
saying,507,SEYYING,sâyiñg0
lot,508,LOT1,lot
price,509,PRUYS,prîçè
similar,510,SIMILA,simílàŕ
reason,511,RIYZON,rêàśón
single,512,SINGL,siñglè
minute,513,MINUT1,minútè
minute,513,MINUT2,minútè
minute,513,MUYNUET,mînûtè
minutes,513,MINUTS,minútès
authority,514,AWTHORITIY,åùπħorítý
town,515,TOWN,tõw0n
cases,516,KEYSIZ,câsėś
common,517,KOMON,commón
true,518,TROO1,trüè
data,519,DEYTA,dâtá
role,520,ROEL1,rôlè
subject,521,SUBJEKT,subject
europe,522,UEROP,èûrópè
class,523,KLAS1,class
nature,524,NEYKHA,nâťùŕè
necessary,525,NESESERIY,neçéssãrý
states,526,STEYTS,stâtès
bank,527,BANK,bañk
value,528,VALUE,valûè
companies,529,KUMPANIYZ,cőmpánìêś
simply,530,SIMPLIY,simplý
especially,531,ESPESHIALIY,espećiállý
department,532,DIPARTMENT,dėpār#tmént
hope,533,HOEP,hôpè
east,534,IYST,êàst
personal,535,PURSONAL,pèŕsónál
figure,536,FIGA,figùŕè
union,537,UENYON,ûnĩón
total,538,TOETAL,tôtál
cut,539,KUT,cut
member,540,MEMBA,membèŕ
near,541,NIA,nėàŕ
started,542,STARTID,stār#tėd
private,543,PRUYVAT,prîvátè
paper,544,PEYPA,pâpèŕ
patients,545,PEYSHENTS,pâţìénts
uk,546,UEK,ûk
type,547,TUYP,tŷpè
systems,549,SISTEMZ,sẏstémś
french,550,FRENKH,frenĉħ
herself,551,HURSELF1,hèŕself
practice,552,PRAKTIS1,practiçè
wife,553,WUYF,wîfè
low,554,LOE1,lôw0
seem,555,SIYM1,sêèm
talk,556,TAWK1,tål0k
former,557,FAWMA1,før#mèŕ
increase,558,INKRIYS,incrêàsè
friend,559,FREND,frìend
decision,560,DISISHON,dėçiŝìón
countries,561,KUNTRIYZ,còuntrìêś
expected,562,IKSPEKTID,ėxpectėd
terms,563,TURMZ,tèŕmś
makes,564,MEYKS,mâkès
earlier,565,URLIYA,èàŕlìêŕ
return,566,RITURN,rėtùŕn
financial,567,FUYNANSHIAL,fînanćiál
president,568,PREZIDENT,preśidént
stage,569,STEYJ,stâĝè
wo,570,WOE1,wô
needed,571,NIYDID1,nêèdėd
university,572,UENIVURSITIY,ûnívèŕsítý
lord,573,LAWD1,lør#d
lordly,573,LAWDLIY,lør#dlý
club,574,KLUB,club
issue,575,ISSHOO,isŝüè
required,576,RIKWUYURD,rėqυîŕèd
king,577,KING1,kiñg0
american,578,AMERIKAN,ámerícán
cos,579,KOZ,cóś
couldn,580,KUUDN,cōùl0dn
parents,580,PERENTS,pã#rénts
tax,581,TAKS1,tax
concerned,583,KONSURND,cónçèŕnèd
higher,584,HUYA1,hîg0ħèŕ
date,585,DEYT,dâtè
foreign,586,FOREN,foréìg0n
approach,587,APROEKH,ápprôàĉħ
rest,588,REST1,rest
ground,589,GROWND,grõùnd
strong,590,STRONG,stroñg0
wrong,591,RONG,w0roñg0
living,592,LIVING,liviñg0
march,593,MARKH,mār#ĉħ
situation,594,SIKHOOEYSHN,siťüâţìòn
comes,595,KUMZ,cőmèś
provided,596,PROVUYDID,próvîdėd
soon,597,SOON,söòn
account,598,AKOWNT,áccõùnt
bed,599,BED,bed
offer,600,OFA,o#ffèŕ
recent,601,RIYSENT,rêçént
girl,602,GURL,gìŕl
force,603,FAWS,før#çè
na,604,NAR1,nā
david,605,DEYVID,dâvid
final,606,FUYNAL,fînál
secretary,607,SEKRETERIY,secrétãrý
art,608,ART,ār#t
led,609,LED1,led
production,610,PRODUKSHN,próducţìòn
various,611,VERIYUS,vã#rïòús
understand,612,UNDURSTAND,undèŕstand
schools,613,SKOOLZ,scħöòlś
bad,614,BAD,bad
weeks,615,WIYKS1,wêèks
bring,616,BRING,briñg0
greater,617,GREYTA1,grèâtèŕ
conditions,618,KONDISHNZ,cóndiţìònś
amount,619,AMOWNT,ámõùnt
results,620,RIZULTS,rėśults
added,621,ADID,addėd
clearly,622,KLIURLIY,clėàŕlý
paid,623,PEYD,pâìd
field,624,FIYLD,fìêld
costs,625,KOSTS,co#sts
project,626,PROJEKT,project
forward,627,FAWURD1,før#wàŕd
include,628,INKLOOD,inclüdè
tried,629,TRUYD,trîèd
stop,630,STOP,stop
decided,631,DISUYDID,dėçîdėd
red,632,RED1,red
poor,633,PUUR1,pōòr
award,634,AWAWD,áwår0d
front,635,FRUNT,frőnt
hospital,636,HOSPITAL,hospitál
friends,637,FRENDZ,frìendś
shown,638,SHOEN1,ŝħôw0n
music,639,MUEZIK,mûśic
month,640,MUNTH,mőnπħ
game,641,GEYM,gâmè
record,642,REKAWD,récør#d
plan,643,PLAN,plan
anyone,644,ANYONE!ENIYWUN,anyone!ãnýwőnè
ways,645,WAEZ1,wãýś
chapter,646,KHAPTA,ĉħaptèŕ
goes,647,GOEZ1,gôèś
followed,648,FOLOED,follôw0èd
described,649,DISKRUYBD,dėscrîbèd
royal,650,ROIAL1,rσy0ál
easy,651,IYZIY,êàśý
workers,652,WURKAZ,wòŕkèŕś
april,653,EYPRIL,âpríl
agreed,654,AGRIYD,ágrêèd
planning,655,PLANING,planniñg0
green,656,GRIYN1,grêèn
students,657,STOODENTS,stüdénts
despite,658,DISPUYT,dėspîtè
june,659,JOON,jünè
knowledge,660,NOLEDG,k0now0lédgè
moved,661,MOOVD,mövèd
news,662,NOOZ,nëw0ś
sound,664,SOWND,sõùnd
works,665,WURKS,wòŕks
points,666,POINTS,pσìnts
hair,667,HEA,hãìŕ
deal,668,DIYL,dêàl
basis,669,BEYSIS,bâsís
answer,670,ANSA,answ0èŕ
questions,671,KWESSHNZ,qυesţìònś
series,672,SIRIYZ1,sėrìêś
please,673,PLIYZ1,plêàśè
allowed,674,ALOWD1,állõw0èd
below,675,BILOE1,bėlôw0
natural,676,NAKHURAL,naťúrál
inside,677,INSUYD,insîdè
kept,678,KEPT,kept
current,679,KURENT,currént
met,680,MET,met
fire,681,FUYA,fîŕè
meet,682,MIYT1,mêèt
feet,683,FIYT1,fêèt
running,684,RUNING,runniñg0
simple,685,SIMPLE,simple
died,686,DUYD1,dîèd
happened,687,HAPEND,happénèd
manager,688,MANAJA,manáĝèŕ
hear,689,HIA2,hėàŕ
computer,690,KOMPUETA,cómpûtèŕ
security,691,SIKUERITIY,sėcûrítý
board,692,BAWD1,bøàr0d
evening,693,IYVNING,êvèniñg0
structure,694,STRUKTUEA,structûŕè
carried,695,KARIYD,carrìêd
bill,696,BIL1,bill
sent,698,SENT1,sent
test,699,TEST,test
attention,700,ATENSHN,áttenţìòn
story,701,STAWIY1,størý
written,702,RITEN,w0rittén
capital,703,KAPITAL,capítál
studies,704,STUDIYZ,studìêś
letter,705,LETA,lettèŕ
hold,706,HOELD1,hôld
share,707,SHEA,ŝħãŕè
per,708,PUR1,pèŕ
material,709,MATIRIYAL,mátėrïál
considered,710,KONSIDURD,cónsidèŕèd
movement,711,MOOVMENT,mövèmént
dark,712,DARK1,dār#k
talking,713,TAWKING,tål0kiñg0
thinking,714,THINKING,πħiñkiñg0
success,715,SUKSES,sucçess
everyone,716,EVERYONE!EVRIYWUN,everyone!evèrýwőnè
model,717,MODEL,modél
chance,718,KHANS,ĉħançè
boy,719,BOI,bσy0
boylike,719,BOILUYK,bσy0lîkè
agreement,720,AGRIYMENT,ágrêèmént
received,721,RISIYVD,rėçêìvèd
stood,722,STUUD,stōòd
alone,723,ALOEN,álônè
analysis,724,ANALISIS,ánalẏsís
whatever,725,WAWTEVA!WOTEVA,wħåtevèŕ!wotevèŕ
fine,726,FUYN,fînè
nice,727,NUYS1,nîçè
population,728,POPUELEYSHN,popûlâţìòn
modern,729,MODURN,modèŕn
books,730,BUUKS,bōòks
de,731,DE1,dé
theory,732,THIORIY,πħėórý
press,733,PRES1,press
legal,734,LIYGAL,lêgál
son,735,SUN1,sőn
scotland,736,SKOTLAND,scotlánd
cause,737,KAWZ1,cåùśè
feeling,738,FIYLING,fêèliñg0
sea,739,SIY2,sêà
increased,740,INKRIYST,incrêàsèð
environment,741,INVUYRONMENT,ėnvîrónmént
finally,742,FUYNALIY,fînállý
performance,743,PURFAWMANS,pèŕfør#mánçè
rights,744,RUYTS1,rîg0ħts
growth,745,GROETH,grôw0πħ
bit,746,BIT,bit
authorities,747,AWTHORITIYZ,åùπħorítìêś
produced,748,PRODOOST,pródüçèð
design,749,DIZUYN,dėśîg0n
mayn,750,MAEN1,mãýn
whom,750,HOOM,w0höm
middle,751,MIDL,middlè
relationship,752,RILEYSHNSHIP,rėlâţìònŝħip
built,753,BILT,bùilt
complete,754,KOMPLIYT,cómplêtè
standard,755,STANDURD,standàŕd
worked,756,WURKT,wòŕkèð
continued,757,KONTINUED,cóntinûèd
list,758,LIST1,list
giving,759,GIVING,giviñg0
parties,760,PARTIYZ,pār#tìêś
size,761,SUYZ1,sîzè
visit,762,VIZIT,viśit
space,763,SPEYS,spâçè
key,764,KIY1,kêy0
miss,765,MIS1,miss
example,766,IKSAMPL,ėxamplè
property,767,PROPURTIY,propèŕtý
myself,768,MUYSELF,mŷself
buy,769,BUY2,bùŷ
stay,770,STAE,stãý
dead,771,DED,deàd
mark,772,MARK1,mār#k
term,773,TURM,tèŕm
nor,774,NAW1,nør#
normal,775,NAWMAL,nør#mál
couple,776,KUPL,còuplè
reached,777,RIYKHT,rêàĉħèð
peter,778,PIYTA1,pêtèŕ
throughout,779,THROOOWT,πħröùg0ħõùt
serious,780,SIRIYUS,sėrïòús
developed,781,DIVELOPT,dėvelópèð
quickly,782,KWIKLIY,qυick0lý
lower,783,LOEWA,lôwèŕ
worth,784,WURTH1,wòŕπħ
included,785,INKLOODID,inclüdėd
france,786,FRANS,françè
beginning,787,BIGINING1,bėginniñg0
behaviour,788,BIHEYVYA1,bėhâvĩòùŕ
recently,789,RIYSENTLIY,rêçéntlý
previous,790,PRIYVIYUS,prêvïòús
pounds,791,POWNDZ,põùndś
cup,792,KUP,cup
prime,793,PRUYM,prîmè
issues,794,ISSHOOZ,isŝüèś
firm,795,FURM,fìŕm
anyway,796,ENIYWAE,ãnýwãý
cold,797,KOELD,côld
okay,798,OEKAE,ôkãý
energy,799,ENURJIY,enèŕĝý
don,800,DOEN1,dôn
treatment,800,TRIYTMENT,trêàtmént
thank,801,THANK,πħañk
sat,802,SAT,sat
director,803,DUYREKTA,dîrectòŕ
hall,804,HAWL1,hål0l
wide,805,WUYD,wîdè
levels,806,LEVELZ,levélś
scheme,807,SKIYM,scħêmè
choice,808,KHOIS,ĉħσìçè
significant,809,SIGNIFIKANT,significánt
income,810,INKOM,incómè
wall,811,WAWL1,wål0l
reported,812,RIPAWTID,rėpør#tėd
pressure,813,PRESSHA,presŝùŕè
established,814,ISTABLISHT,ėstabliŝħèð
contract,815,KONTRAKT,contract
july,816,JOOLUY,jülŷ
direct,817,DUYREKT,dîrect
risk,818,RISK1,risk
beyond,819,BIYOND,bėyond
wish,820,WISH,wiŝħ
takes,821,TEYKS,tâkès
details,822,DIYTEYLZ,dêtâìlś
suddenly,823,SUDENLIY,suddénlý
continue,824,KONTINUE,cóntinûè
technology,825,TEKNOLOJIY,tecħnolóĝý
spent,826,SPENT,spent
