capital,146,1054,7,capítál,kapital
activities,147,879,10,activítìêś,aktivitiyz
activity,147,992,9,activítý,aktivitiy
court,148,766,4,cøùr0t,kawt1
lordly,148,859,7,lør#dlý,lawdliy
analysis,151,950,8,ánalẏsís,analisis
ambulance,151,5579,9,ambûlánçè,ambuelans
both,152,273,5,bôπħ,boeth
body,152,714,5,bodý,bodiy1
boylike,153,1078,7,bσy0lîkè,boiluyk
animals,153,1774,7,anímálś,animalz
natural,154,887,8,naťúrál,nakhural
majority,154,1173,9,májorítý,majoritiy
man,155,490,3,man,man1
management,155,491,9,manáĝèmént,manajment
market,156,490,6,mār#kėt,markit
march,156,1245,5,mār#ĉħ,markh
material,157,827,9,mátėrïál,matiriyal
among,157,833,5,ámőñg0,amung
national,158,330,7,naţìònál,nashnal
morning,158,657,7,mør#niñg0,mawning1
brought,161,953,5,brøùg0ħt,brawt
apparently,161,3150,10,ápparéntlý,aparentliy
pay,162,1456,3,pãý,pae
arrangements,162,1667,11,árrânĝèménts,areynjments
britain,163,602,6,britáìn,britan1
bring,163,1293,5,briñg0,bring
application,164,1050,10,applícâţìòn,aplikeyshn
applications,164,1537,11,applícâţìònś,aplikeyshnz
army,165,1806,5,ār#mý,armiy1
armful,165,1902,6,ār#mful,armful
party,166,353,6,pār#tý,partiy1
part,166,433,4,pār#t,part
pattern,167,1919,6,pattèŕn,paturn
arrived,167,1989,6,árrîvèd,aruyvd
past,168,855,4,past,past1
paul,168,2270,4,påùl,pawl1
attack,171,2756,4,áttack0,atak
attached,171,4354,6,áttaĉħèð,atakht
attention,172,1050,7,áttenţìòn,atenshn
attempt,172,1510,6,áttempt,atempt
attitude,173,2502,7,attítûdè,atitued
attitudes,173,2705,8,attitüdèś,atitoodz
value,174,1108,5,valûè,value
tax,174,1525,4,tax,taks1
avoid,175,2662,5,ávσìd,avoid
atmosphere,175,2685,8,atmósþħėŕè,atmosfia
variety,176,1341,9,várîétý,varuyetiy
average,176,2121,5,avèráĝè,avraj
books,177,1533,5,bōòks,buuks
bush,177,5394,5,būŝħ,buush1
talking,178,1069,7,tål0kiñg0,tawking
talk,178,1459,4,tål0k,tawk1
away,181,564,4,áwãý,awae
award,181,1331,5,áwår0d,awawd
way,182,329,3,wãý,wae1
say,182,462,3,sãý,sae
organisation,183,1057,12,ør#gániśâţìòn,awganizeyshn1
organization,183,1386,12,ør#gánízâţìòn,awganizeyshn2
always,184,270,7,ålwãýś,awlwaez
although,184,286,7,ålτħôùg0ħ,awlthoe
association,185,747,12,ássôçïâţìòn,asoesiyeyshn
associated,185,945,12,ássôçïâtéd,asoesiyeyted
aspects,186,2067,7,aspects,aspekts
aspect,186,3969,6,aspect,aspekt
authority,187,539,10,åùπħorítý,awthoritiy
authorities,187,713,11,åùπħorítìêś,awthoritiyz
water,188,506,5,wåtèŕ,wawta
war,188,1043,3,wår0,waw1
february,221,1398,9,febr0ûárý,febueariy
debate,221,2395,6,débâtè,debeyt
definition,222,2396,9,defíniţìòn,definishn
dead,222,2698,3,deàd,ded
edinburgh,223,2933,6,edínbùŕg0ħ,edinba
editor,223,5262,5,edítòŕ,edita
fell,224,3248,3,fell,fel1
declaration,224,3976,11,declárâţìòn,deklareyshn
democratic,225,1766,10,demócratic,demokratik
demonstrated,225,2696,13,demónstrâtėd,demonstreytid
deputy,226,3177,8,depûtý,depuetiy
derived,226,4180,7,dérîvèd,deruyvd
death,227,1173,4,deàπħ,deth
educational,227,1498,12,edûcâţìònál,eduekeyshnal
data,228,1089,5,dâtá,deyta
date,228,1535,4,dâtè,deyt
hair,231,2334,3,hãìŕ,hea
fear,231,3888,3,fėàŕ,fia
different,232,299,6,diffèrént0,difren
difficult,232,544,8,diffícult,difikult
figure,233,1407,4,figùŕè,figa
degree,233,1758,6,dėgrêè,digriy
help,234,572,4,help,help
health,234,745,5,heàlπħ,helth
demand,235,1573,6,dėmand,dimand
finished,235,1738,7,finiŝħèð,finisht
department,236,558,10,dėpār#tmént,dipartment
design,236,1310,6,dėśîg0n,dizuyn
get,237,322,3,get,get
getting,237,796,6,gettiñg0,geting
decision,238,735,8,dėçiŝìón,disishon
described,238,757,9,dėscrîbèd,diskruybd
care,241,1221,3,cãŕè,kea
floor,241,2223,4,fløòr0,flaw1
elements,242,2068,8,eléménts,elements
led,242,2131,3,led,led1
legs,243,4047,4,legś,legz
leg,243,6555,3,leg,leg1
legislation,244,1372,11,leĝíslâţìòn,lejisleyshn
legislative,244,4194,11,leĝíslâtivè,lejisleytiv
economic,245,493,8,ecónomic,ekonomik
generally,245,1109,8,ĝenèrállý,jenraliy
kept,246,1779,4,kept,kept
caring,246,7094,6,cã#riñg0,kering
level,247,667,5,levél,level
let,247,1148,3,let,let
case,248,504,4,câsè,keys
labour,248,659,5,lâbòùŕ,leyba1
offer,251,2100,3,o#ffèŕ,ofa
offers,251,4491,4,o#ffèŕś,ofaz
end,252,584,3,end,end
medical,252,1605,7,medicál,medikal
anything,253,344,9,ãnýπħiñg0,eniything
office,253,884,4,o#ffíçè,ofis
following,254,369,9,follôwiñg0,foloewing
next,254,405,5,next,nekst
own,255,437,3,ôw0n,oen
members,255,500,6,membèŕś,membaz
open,256,585,5,ôpén,oepen
foreign,256,1230,5,foréìg0n,foren
never,257,406,4,nevèŕ,neva
often,257,464,5,o#ftén,often
made,258,254,4,mâdè,meyd1
make,258,307,4,mâkè,meyk
france,261,1650,5,françè,frans
drawing,261,2680,7,dråw0iñg0,drawing
french,262,962,6,frenĉħ,frenkh
friends,262,1114,6,frìendś,frendz
free,263,1160,4,frêè,friy
frequently,263,1517,12,frêqυéntlý,friykwentliy
record,264,1123,6,récør#d,rekawd
relatively,264,1344,10,relátivèlý,relativliy
remonstrated,265,3220,12,remónstrâtèd,remonstreytd
dropped,265,3614,5,droppèð,dropt
representatives,266,1736,14,reprėśentátivèś,reprizentativz
represented,266,1782,11,repréśentėd,reprezentid
front,267,1333,5,frőnt,frunt
driving,267,2046,8,drîviñg0,druyving
range,268,947,5,rânĝè,reynj
paper,268,1142,5,pâpèŕ,peypa
ever,271,1169,3,evèŕ,eva
double,271,3349,4,dòublè,dubl
future,272,703,6,fûťùŕè,fuekha
duty,272,2185,6,dûtý,duetiy
evidence,273,643,7,evídénçè,evidens
evident,273,5181,7,evídént,evident
technology,274,866,10,tecħnolóĝý,teknolojiy
tell,274,955,3,tell,tel1
university,275,500,12,ûnívèŕsítý,uenivursitiy
united,275,619,8,ûnîtėd,uenuytid
further,276,399,6,fùŕτħèŕ,furtha
every,276,428,5,evèrý,evriy
full,277,792,4,fūll,fuul
fully,277,1960,6,fūllý,fuuliy
taken,278,407,6,tâkén,teyken
find,278,409,5,fînd,fuynd1
able,281,727,4,âblè,eybl
wearing,281,2928,7,weáriñg0,wearing
aid,282,4112,3,âìd,eyd1
wedding,282,4985,6,weddiñg0,weding
essex,283,7977,5,essėx,esiks
segments,283,10717,8,segménts,segments
second,284,348,6,secónd,sekond
secretary,284,637,10,secrétãrý,sekreteriy
went,285,451,4,went,went
century,285,546,9,çentûrý,sentueriy
especially,286,506,11,espećiállý,espeshialiy
says,286,728,3,sãy0ś,sez
whether,287,541,5,wħeτħèŕ,wetha1
several,287,635,6,sevèrál,sevral
same,288,372,4,sâmè,seym1
yes,288,504,3,yes,yes
here,331,448,3,hėŕè,hia1
hear,331,2411,3,hėàŕ,hia2
hidden,332,5871,5,hiddén,hiden
gift,332,8266,4,gift,gift
higgins,333,21042,6,higginś,higinz
giggling,333,25926,7,giggliñg0,gigling
guilty,334,4077,6,gùiltý,giltiy
hill,334,4949,3,hill,hil
ignored,335,5120,6,ignør#èd,ignawd
ignore,335,7547,5,ignør#è,ignaw
hero,336,7988,5,hėrô,hiroe
heroes,336,11544,6,hėrôèś,hiroez1
give,337,647,3,givè,giv
giving,337,1328,6,giviñg0,giving
history,338,723,7,històrý,histriy
historical,338,1885,10,historicál,historikal
chapter,341,1130,6,ĉħaptèŕ,khapta
chance,341,1507,5,ĉħançè,khans
changes,342,636,8,ĉħânĝėś,kheynjiz
chairman,342,1107,8,ĉħãìŕmán,kheurman
chief,343,1820,5,ĉħìêf,khiyf
elizabeth,343,3108,9,ėlizábéπħ,ilizabeth
killed,344,2958,4,killèd,kild
killing,344,5355,6,killiñg0,kiling
economy,345,1244,8,ėconómý,ikonomiy
limited,345,1444,7,limítėd,limitid
czechoslovakia,346,4017,17,ĉzecħóslôvākïá,khzekosloevarkiya
lips,346,5202,4,lips,lips
child,347,628,6,ĉħîld,khuyld
church,347,780,6,ĉħùŕĉħ,khurkh
expected,348,655,9,ėxpectėd,ikspektid
keep,348,790,4,kêèp,kiyp
near,351,1893,3,nėàŕ,nia
embarrassment,351,2863,11,ėmbarrássmént,imbarasment
go,352,360,3,gô,goe1
home,352,417,4,hômè,hoem1
english,353,574,7,ėñgliŝħ,inglish
england,353,586,7,ėñglánd,ingland
including,354,380,10,inclüdiñg0,inklooding
increase,354,837,7,incrêàsè,inkriys
minister,355,541,7,ministèŕ,minista
minutes,355,897,6,minútès,minuts
important,356,245,9,impør#tánt,impawtant
employment,356,976,10,ėmplσy0mént,imploiment1
got,357,343,3,got,got1
international,357,357,12,intèŕnaţìònál,inturnashnal
me,358,245,3,mê,miy1
however,358,253,6,hõw0evèŕ,howeva
gradually,361,2754,10,gradûállý,graduealiy
grant,361,2849,5,grant,grant
greater,362,1079,6,grèâtèŕ,greyta1
reduced,362,1890,7,rėdüçèð,ridoost
green,363,1377,5,grêèn,griyn1
regarded,363,1875,8,rėgār#dėd,rigardid
relationship,364,658,12,rėlâţìònŝħip,rileyshnship
required,364,672,9,rėqυîŕèd,rikwuyurd
remember,365,729,7,rėmembèŕ,rimemba
groups,365,838,6,gröùps,groops
report,366,535,6,rėpør#t,ripawt
period,366,540,7,pėrïód,piriyod
return,367,990,6,rėtùŕn,riturn
returned,367,1452,7,rėtùŕnèd,riturnd
research,368,474,7,rėsèàŕĉħ,risurkh
responsibility,368,754,15,rėsponsíbilítý,risponsibilitiy
than,371,231,4,τħan,than1
thought,371,315,5,πħøùg0ħt,thawt
them,372,147,4,τħem,them
then,372,162,4,τħen,then
these,373,159,5,τħêśè,thiyz
think,373,210,5,πħiñk,think
village,374,1829,5,villáĝè,vilaj
victory,374,2334,8,victórý,viktoriy
those,375,228,5,τħôśè,thoez
though,375,651,4,τħôùg0ħ,thoe1
her,376,126,3,hèŕ,hur1
through,376,239,5,πħröùg0ħ,throo1
government,377,144,10,gővèŕnmént,guvurnment
good,377,304,4,gōòd,guud1
its,378,213,3,its,its
itself,378,651,6,itself,itself
years,381,273,4,yėàŕś,yiaz
year,381,420,3,yėàŕ,yia
essential,382,1514,8,ėssenţìál,isenshal
share,382,1855,4,ŝħãŕè,shea
significant,383,772,11,significánt,signifikant
significantly,383,1774,14,significántlý,signifikantliy
each,384,430,4,êàĉħ,iykh
situation,384,567,11,siťüâţìòn,sikhooeyshn
women,385,434,5,women,wimin
since,385,435,4,sinçè,sins
serious,386,1170,7,sėrïòús,siriyus
series,386,1176,6,sėrìêś,siriyz1
should,387,182,5,ŝħōùl0d,shuud
even,387,258,5,êvén,iyven
see,388,290,3,sêè,siy1
system,388,327,6,sẏstém,sistem
classes,441,2896,6,classėś,klasiz
classical,441,3802,8,classicál,klasikal
claim,442,1839,5,clâìm,kleym
claims,442,1953,6,clâìmś,kleymz
clean,443,3255,5,clêàn,kliyn
clinical,443,4088,8,clinícál,klinikal
closed,445,1774,6,clôśèd,kloezd
clothes,445,2059,7,clôτħèś,kloethz
client,447,2470,7,clîént,kluyent
clients,447,2678,8,clîénts,kluyents
job,451,1386,3,job,job
jobs,451,2706,4,jobś,jobz
lower,452,1644,5,lôwèŕ,loewa
cold,452,1673,5,côld,koeld
joined,453,2904,5,jσìnèd,joind
joint,453,3009,5,jσìnt,joint
collection,454,1686,8,cóllecţìòn,kolekshn
college,454,2049,5,collėĝè,kolij
london,455,418,6,lóndón,london
long,455,422,4,loñg0,long
cos,456,2026,3,cóś,koz
correct,456,2583,6,córrect,korekt
octobers,457,1225,8,octôbèŕś,oktoebaz
october,457,1401,7,octôbèŕ,oktoeba
cost,458,1168,4,cost,kost
lost,458,1249,4,lo#st,lost
plan,461,1687,4,plan,plan
plans,461,1745,5,planś,planz
places,462,1533,7,plâçėś,pleysiz
players,462,1849,7,plâyèŕś,pleyyaz
created,463,1337,9,crêâtėd,kriyeytid
please,463,1413,5,plêàśè,pliyz1
crucial,465,2899,8,crüćìál,krooshal
cross,465,3504,4,cro#ss,kros1
crisis,467,2557,7,crîsis,kruysis
criteria,467,2614,10,crîtėrïá,kruytiriya
cupboard,471,9478,6,cup0bòàŕd,kuburd
cupboards,471,16791,7,cup0bòàŕdś,kuburdz
judgment,472,3814,8,judĝmént,judjment1
judge,472,3877,4,judĝè,judj
luggage,473,19509,5,luggáĝè,lugaj
tchaikovsky,473,20131,12,tĉħàîkovský,tkhuykovskiy
cultural,474,1611,10,culťûrál,kulkhueral
culture,474,2072,6,culťùŕè,kulkha
come,475,451,3,cőmè,kum1
companies,475,617,9,cőmpánìêś,kumpaniyz
current,476,1188,6,currént,kurent
germany,476,1224,8,ĝèŕmáný,jurmaniy
looking,477,481,7,lōòkiñg0,luuking
looked,477,499,5,lōòkèð,luukt
likely,478,573,7,lîkèlý,luykliy
kind,478,770,5,kînd,kuynd
quarter,481,2376,6,qυår0tèŕ,kwawta
quantity,481,3500,9,qυantitý,kwantitiy
scale,482,2778,5,scâlè,skeyl
questioning,482,4883,12,qυesťióniñg0,kweskhioning
quickly,483,1173,7,qυick0lý,kwikliy
queenly,483,1644,8,qυêènlý,kwiynliy
sclerosis,484,22576,10,sclérôsís,skleroesis
scotland,485,966,8,scotlánd,skotland
schools,485,1072,6,scħöòlś,skoolz
screen,486,3489,6,scrêèn,skriyn
screaming,486,6163,9,scrêàmiñg0,skriyming
slightly,487,1484,8,slîg0ħtlý,sluytliy
skylights,487,2474,9,skŷlîg0ħts,skuyluyts
square,488,2975,5,sqυãŕè,skwea
squad,488,7371,5,sqυad,skwod
honour,551,11616,3,ħonòùŕ,ona1
honours,551,14500,4,ħonòùŕś,onaz
moment,552,615,7,mômént,moement
known,552,879,4,k0nôw0n,noen
noised,553,4473,5,nσìśèd,noizd
noise,553,5591,4,nσìśè,noiz
knowledge,554,1155,6,k0now0lédgè,noledg
molecules,554,6097,9,molécûlèś,molekuelz
movement,555,933,8,mövèmént,moovment
knew,555,1151,3,k0nëw0,noo2
moral,556,3899,5,morál,moral1
morrissey,556,12903,7,morrissêy0,morisiy
onto,557,3423,5,o#ntö,ontoo
nottingham,557,4660,9,nottiñg0ham,notingham
mouth,558,2249,5,mõùπħ,mowth
mountain,558,3705,7,mõùntáìn,mowntan
robert,561,2234,6,robèŕt,roburt
robinson,561,6674,8,robínsón,robinson
road,562,816,4,rôàd,roed1
operation,562,1160,9,opérâţìòn,opereyshn
original,563,1136,8,óriĝínál,orijinal
points,563,1165,6,pσìnts,points
police,564,525,6,pólïçè,poliys
policies,564,1491,8,políçìêś,polisiyz
room,565,714,4,röòm,room
opposition,565,1438,8,oppóśiţìòn,opozishn
position,566,580,7,póśiţìòn,pozishn
population,566,694,11,popûlâţìòn,popueleyshn
opportunity,567,853,12,oppòŕtünítý,opurtoonitiy
potential,567,1030,9,pótenťìál,potenkhal
round,568,556,5,rõùnd,rownd
power,568,698,4,põwèŕ,powa
unacceptable,571,5796,11,unacçeptáblè,unakseptabl
tobacco,571,7860,7,tóbaccô,tobakoe
under,572,375,4,undèŕ,unda
told,572,472,5,tôld,toeld1
together,573,519,7,tógeτħèŕ,togetha
voice,573,897,4,vσìçè,vois
unless,574,1883,5,unless,unles
unlikely,574,2069,9,unlîkèlý,unluykliy
too,575,441,3,töò,too1
money,575,470,5,mőnêy0,muniy
top,576,1295,3,top,top1
murder,576,3551,5,mùŕdèŕ,murda
nothing,577,376,7,nőπħiñg0,nuthing
until,577,422,5,until,until
might,578,370,4,mîg0ħt,muyt1
towards,578,439,7,tówår0dś,towawdz
our,581,336,3,õυŕ,owa1
small,581,394,5,smål0l,smawl
social,582,257,8,sôćiál,soeshial
soviet,582,1102,8,sôvïét,soeviyet
smith,583,2660,5,smiπħ,smith
soil,583,6192,4,sσìl,soil
solution,584,1912,8,sólüţìòn,solooshn
solicitor,584,3928,8,sóliçítòŕ,solisita
want,585,391,4,want,wont
wanted,585,656,6,wanted,wonted
wasn,586,262,4,wáśn,wozn
sorrier,586,1506,6,sorrìêŕ,soriya
outside,587,658,7,õùtsîdè,owtsuyd
whatever,587,1268,6,wħåtevèŕ,woteva
society,588,425,9,sóçîétý,sosuyetiy
south,588,819,5,sõùπħ,sowth
practice,661,828,7,practiçè,praktis1
practical,661,1517,9,practícál,praktikal
president,662,662,9,preśidént,prezident
pressure,662,1219,7,presŝùŕè,pressha
previous,663,921,9,prêvïòús,priyviyus
prepared,663,1115,9,prêpãŕèd,priypeurd
programme,665,640,8,prôgrammè,proegram1
provided,665,695,9,próvîdėd,provuydid
private,667,814,7,prîvátè,pruyvat
price,667,1068,5,prîçè,pruys
traditional,671,1065,10,trádiţìònál,tradishnal
published,671,1206,8,publiŝħèð,publisht
training,672,590,8,trâìniñg0,treyning
trade,672,972,5,trâdè,treyd
treatment,673,933,9,trêàtmént,triytment
treated,673,2137,7,trêàtėd,triytid
early,674,529,5,èàŕlý,urliy1
earlier,674,988,6,èàŕlìêŕ,urliya
upon,675,994,4,upon,upon
running,675,1197,6,runniñg0,runing
particular,676,423,10,pàŕticûlàŕ,purtikuela
person,676,603,6,pèŕsón,purson
trying,677,756,7,trŷiñg0,truying
try,677,1128,4,trŷ,truy1
writing,678,1263,7,w0rîtiñg0,ruyting1
rights,678,1562,5,rîg0ħts,ruyts1
sports,681,3914,6,spør#ts,spawts
spanish,681,4074,7,spaniŝħ,spanish
spent,682,1734,5,spent,spent
spending,682,1987,8,spendiñg0,spending
speaker,683,2026,6,spêàkèŕ,spiyka
speak,683,2226,5,spêàk,spiyk
split,684,5195,5,split,split
splendid,684,6268,8,splendíd,splendid
spokesman,685,2879,9,spôkèsmán,spoeksman
spoke,685,3005,5,spôkè,spoek
spring,686,2926,6,spriñg0,spring
spread,686,3341,5,spreàd,spred
spiral,687,13527,7,spîrál,spuyral
spine,687,14914,5,spînè,spuyn
utter,771,31745,3,uttèŕ,uta
tubs,771,52416,4,tubś,tubz1
tough,772,10220,3,tòugh,tuf
utterance,772,12241,7,uttéránçè,uterans
others,773,621,5,őτħèŕś,uthaz
otherwise,773,1334,9,őτħèŕwîśè,uthurwuyz
touchiness,774,1755,9,tòuĉħïnéss,tukhiynes
touch,774,3950,4,tòuĉħ,tukh
tunnel,775,7723,5,tunnél,tunel
tongue,775,9457,4,tőñg0ùè,tung1
turned,776,741,5,tùŕnèd,turnd
turn,776,1155,4,tùŕn,turn
tour,777,4105,4,tōùr,tuur
tournament,777,5145,10,tōùrnámént,tuurnament
type,778,1435,4,tŷpè,tuyp
title,778,2152,5,tîtlè,tuytl
start,781,779,5,stār#t,start
subject,781,781,7,subject,subjekt
state,782,445,5,stâtè,steyt
idea,782,738,6,îdêá,uydiya
still,783,312,4,still,stil
suggests,783,1958,8,sugĝests,sugjests
such,784,309,4,suĉħ,sukh
suggested,784,1039,9,suĝĝestėd,sujjestid
some,785,199,3,sőmè,sum1
something,785,210,8,sőmèπħiñg0,sumthing
work,786,265,4,wòŕk,wurk
